bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,goodreads_book_id
11753829-they-re-made-out-of-meat,They're Made Out of Meat,,Terry Bisson,4.11,"Nebula Nomination for Best Short Story 1991.

""I’m honored that this often shows up on the internet. Here’s the correct version, as published in Omni, 1990."" -- Terry Bisson",English,9999999999999,"['Short Stories', 'Science Fiction', 'Fiction', 'Humor', 'Aliens', 'Fantasy', 'Comedy', 'Science Fiction Fantasy', 'American', 'Speculative Fiction']",[],ebook,,5,Omni,April 1991,,['Nebula Award Nominee for Best Short Story (1991)'],2681,"['1053', '1037', '464', '97', '30']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444774354l/11753829.jpg,60,1,,11753829.0
16532.Of_Love_and_Shadows,Of Love and Shadows,,"Isabel Allende (Goodreads Author), Margaret Sayers Peden (Translator)",3.97,"Beautiful and headstrong, Irene Beltrán works as a magazine journalist—a profession that belies her privileged upbringing and her engagement to an army captain. Her investigative partner is photographer Francisco Leal, the son of impoverished Spanish Marxist émigrés. Together, they form an unlikely but inseparable team—and Francisco quickly falls in love with the fierce and loyal Irene. When an assignment leads them to a young girl whom locals believe to possess miraculous powers, they uncover an unspeakable crime perpetrated by an oppressive regime. Determined to reveal the truth in a nation overrun by terror and violence, each will risk everything to find justice—and, ultimately, to embrace the passion and fervor that binds them.Profoundly moving and ultimately uplifting, Of Love and Shadows is a tale of romance, bravery, and tragedy, set against the indelible backdrop of a country ruled with an iron fist—and peopled with those who dare to challenge it.",English,9780553383836,"['Fiction', 'Historical Fiction', 'Romance', 'Magical Realism', 'Spanish Literature', 'Latin American', 'Novels', 'Literature', 'Latin American Literature', 'Historical']","['Irene Beltran', 'Francisco Leal', 'Beatriz Alcàntara', 'Evangelina Ranquileo', 'Pradelio Ranquileo', 'Digna Ranquileo', 'Mario (Of Love and Shadows)', 'Rosa (Of Love and Shadows)', 'Prof. Leal', 'Hilda Leal', 'Gustavo Morante']",Paperback,,304,Dial Press Trade Paperback,August 30th 2005,10/28/84,"['Los Angeles Times Book Prize Nominee for Fiction (1987)', 'Soaring Eagle Book Award for 10-12 (1990)']",24945,"['7862', '10134', '5643', '1071', '235']",95.0,['Chile'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386919975l/16532.jpg,356,7,6.10,16532.0
22617192-revenge-of-the-dragon,"Revenge of the Dragon (The Midnight Sun Trilogy, #1)",,"Rania Badawy (Goodreads Author), Ibtisam (Foreword), Iman (Foreword), aram (Foreword)",5.0,"Those foul bastard twins… Forever seeking the lust to dominate, Won’t give up till they have taken every last drop of blood, A promise of peace. A promise of revenge. However, where a king is made, can also be unmade. When the lost stone body of Yarru yan is found… When the dragons fire is quenched… When the pure daughter of the great dragon God Vilyon weds ruler of the under realm… When the sword of shadow is overcome and shattered… Only then will Malekith’s fall to their doom and Malok’s shall thrive and endure. Even these very walls of Nazzaroth hide the deepest darkest secrets and soon the Goddess Lysira will come face to face with it.  Pray that Hazeerah guide our will and that Lorin bless our journey to the blood hungry and fiery realm of the Dragon.  Enter the mystical worlds of Nazzaroth at your own peril…  ",English,B00K9U91VA,[],[],Kindle Edition,,292,Rania Badawy,May 10th 2014,,[],3,[],100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404340664l/22617192.jpg,100,1,,22617192.0
6336675-mi-evi-i-ma-ke-naglava-ke,Miševi i mačke naglavačke,,"Luko Paljetak, Ivan Vitez (ilustrator)",3.9,"""Miševi i mačke naglavačke"" zbirka je humorističnih i šaljivih pjesama koje su u isto vrijeme i vrlo poučne za djecu. Zbirka je prvi put objavljena 1973. godine, a od tada je objavljeno više od 20 izdanja te radijskih i kazališnih uprizorenja.Pjesme su namijenjene onim najmlađim čitateljima, a tema svake pjesme u zbirci je po jedna šaljiva zgoda i nezgoda iz života miša i mačke.Već je uvod u zbirku pjesama napisan u stihovima pa ga možemo smatrati zasebnom pjesmom. Tako iz samog uvoda pjesme možemo zaključiti koja će biti tema pjesme koja će se protezati kroz cijelu zbirku, a to je uvijek prisutan sukob između miša i mačke.Autor zbirke je životinjama dao, osim njihovih osobina, i poneku ljudsku. Unutar zbirke nalazi se sedam pjesama.",Croatian,9999999999999,"['Childrens', 'Fiction', 'School', 'Classics']",[],Hardcover,2. izd.,48,ABC,2001,11/06/73,[],260,"['96', '81', '52', '24', '7']",88.0,['Croatia'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1237059122l/6336675.jpg,89,1,,6336675.0
822200.The_Society_of_S,The Society of S,Ethical Vampire #1,Susan Hubbard (Goodreads Author),3.4,"""If you ever want to hide from the world, live in a small city, where everyone seems anonymous.""That's the advice of twelve-year-old Ariella Montero, who lives with her father in Saratoga Springs, New York, in a house haunted more by secrets than by memories. The Society of S traces her journey south, to Asheville and Savannah, and on to Florida, as she learns that everything she knows about her family is a lie.When she finds her mother, she learns the truth: Ariella is a fledgling member of the Society of S.S stands for Sanguinists: a sect of environmentalists concerned with ethics and human rights -- although they happen to be vampires. S also stands for synesthete: a person able to see words and letters in colors. The letter S is lucky for Sara, Ariella's mother, who gravitates to cities such as Savannah and Sarasota. But will it be lucky for Ariella?Susan Hubbard's novel is an intricate literary mystery that raises provocative questions about the way we live now. Ariella's voice will lure you into a world where you'll meet the others among us: vampires who cope with their special nature and need for blood in a variety of ways, ranging from the savage to the mundane to the scientific.",English,9781416534570,"['Vampires', 'Fantasy', 'Young Adult', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy', 'Mystery', 'Horror', 'Novels']",['Ariella'],Hardcover,,320,Simon & Schuster Adult Publishing Group,May 1st 2007,,[],3592,"['603', '1099', '1223', '483', '184']",81.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337157283l/822200.jpg,84,1,3.42,822200.0
20697435-the-book-of-strange-new-things,The Book of Strange New Things,,Michel Faber,3.66,"A monumental, genre-defying novel over ten years in the making, Michel Faber's The Book of Strange New Things is a masterwork from a writer in full command of his many talents.It begins with Peter, a devoted man of faith, as he is called to the mission of a lifetime, one that takes him galaxies away from his wife, Bea. Peter becomes immersed in the mysteries of an astonishing new environment, overseen by an enigmatic corporation known only as USIC. His work introduces him to a seemingly friendly native population struggling with a dangerous illness and hungry for Peter's teachings—his Bible is their ""book of strange new things."" But Peter is rattled when Bea's letters from home become increasingly desperate: typhoons and earthquakes are devastating whole countries, and governments are crumbling. Bea's faith, once the guiding light of their lives, begins to falter. Suddenly, a separation measured by an otherworldly distance, and defined both by one newly discovered world and another in a state of collapse, is threatened by an ever-widening gulf that is much less quantifiable. While Peter is reconciling the needs of his congregation with the desires of his strange employer, Bea is struggling for survival. Their trials lay bare a profound meditation on faith, love tested beyond endurance, and our responsibility to those closest to us. Marked by the same bravura storytelling and precise language that made The Crimson Petal and the White such an international success, The Book of Strange New Things is extraordinary, mesmerizing, and replete with emotional complexity and genuine pathos.",English,9780553418842,"['Fiction', 'Science Fiction', 'Religion', 'Fantasy', 'Literary Fiction', 'Audiobook', 'Dystopia', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adult Fiction']","['Peter Leigh', 'Beatrice Leigh', 'Jesus Lover Five', 'Grainger']",Hardcover,,500,Hogarth,October 28th 2014,10/06/14,"['Arthur C. Clarke Award Nominee (2015)', 'Saltire Society Literary Award for Scottish Book of the Year (2015)', 'Europese Literatuurprijs Nominee (2016)', 'International Dublin Literary Award Nominee (2016)']",27320,"['6353', '10105', '7182', '2687', '993']",87.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394824754l/20697435.jpg,284,3,5.84,20697435.0
372853.To_Serve_Them_All_My_Days,To Serve Them All My Days,,R.F. Delderfield,4.31,"Young David Powlett-Jones, a Welsh miner's son, is invalided home from France when he suffers severe shell shock on the Western Front. At a remote English public school in Devon the debilitated veteran, himself barely out of his teens, decides temporarily to try his hand at teaching while striving to awaken from the nightmare of World War I -- the national catastrophe that sweeps England out of the comfortable certainties of the Victorian Age into the moral perplexities and harsh economic realities of more modern times.",English,9780340839904,"['Historical Fiction', 'Fiction', 'Historical', 'British Literature', 'World War I', 'War', 'Classics', 'Novels', 'Education', '20th Century']",[],Paperback,,672,Hodder And Stoughton,December 5th 2005,01/01/72,[],2490,"['1213', '916', '297', '44', '20']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318921489l/372853.jpg,63,1,3.79,372853.0
7141642-the-thousand-autumns-of-jacob-de-zoet,The Thousand Autumns of Jacob de Zoet,,David Mitchell,4.01,"The year is 1799, the place Dejima in Nagasaki Harbor, the “high-walled, fan-shaped artificial island” that is the Japanese Empire’s single port and sole window onto the world, designed to keep the West at bay; the farthest outpost of the war-ravaged Dutch East Indies Company; and a de facto prison for the dozen foreigners permitted to live and work there. To this place of devious merchants, deceitful interpreters, costly courtesans, earthquakes, and typhoons comes Jacob de Zoet, a devout and resourceful young clerk who has five years in the East to earn a fortune of sufficient size to win the hand of his wealthy fiancée back in Holland.But Jacob’s original intentions are eclipsed after a chance encounter with Orito Aibagawa, the disfigured daughter of a samurai doctor and midwife to the city’s powerful magistrate. The borders between propriety, profit, and pleasure blur until Jacob finds his vision clouded, one rash promise made and then fatefully broken. The consequences will extend beyond Jacob’s worst imaginings. As one cynical colleague asks, “Who ain’t a gambler in the glorious Orient, with his very life?”A magnificent mix of luminous writing, prodigious research, and heedless imagination, The Thousand Autumns of Jacob de Zoet is the most impressive achievement of its eminent author.",English,9781400065455,"['Fiction', 'Historical Fiction', 'Japan', 'Historical', 'Literary Fiction', 'Asia', 'Novels', 'Literature', 'Contemporary', 'British Literature']",['Jacob de Zoet'],Hardcover,U.S. Edition,479,Random House,June 29th 2010,05/13/10,"['Booker Prize Nominee for Longlist (2010)', 'Locus Award Nominee for Best Fantasy Novel (2011)', 'James Tait Black Memorial Prize Nominee for Fiction (2010)', 'Macavity Award Nominee for Sue Feder Historical Mystery (2011)', ""Commonwealth Writers' Prize for Best Book in South Asia and Europe (2011)"", 'Walter Scott Prize Nominee (2011)', 'Goodreads Choice Award Nominee for Fiction and for Favorite Book (2010)', 'Europese Literatuurprijs Nominee (2011)']",55240,"['19895', '21919', '9129', '2932', '1365']",92.0,['Dejima (Japan)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320540908l/7141642.jpg,1426,18,5.26,7141642.0
85431.Friday_Night_Lights,"Friday Night Lights: A Town, a Team, and a Dream",,H.G. Bissinger,4.13,"Return once again to the enduring account of life in the Mojo lane, to the Permian Panthers of Odessa -- the winningest high school football team in Texas history. Odessa is not known to be a town big on dreams, but the Panthers help keep the hopes and dreams of this small, dusty town going. Socially and racially divided, its fragile economy follows the treacherous boom-bust path of the oil business.In bad times, the unemployment rate barrels out of control; in good times, its murder rate skyrockets. But every Friday night from September to December, when the Permian High School Panthers play football, this West Texas town becomes a place where dreams can come true. With frankness and compassion, Bissinger chronicles one of the Panthers' dramatic seasons and shows how single-minded devotion to the team shapes the community and inspires-and sometimes shatters-the teenagers who wear the Panthers' uniforms. Includes Reader's Group Guide inside. Now a major motion picture starring Billy Bob Thorton.",,9780306814259,"['Sports', 'Nonfiction', 'Football', 'History', 'Biography', 'Journalism', 'Adult', 'High School', 'School', 'Banned Books']",[],Mass Market Paperback,,357,Da Capo Press,September 28th 2004,10/28/88,[],50944,"['22242', '17320', '8271', '2016', '1095']",94.0,"['Texas (United States)', 'Odessa, Texas (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266468877l/85431.jpg,364,6,3.28,85431.0
17831619-beautiful-beginning,Beautiful Beginning,Beautiful Bastard #3.5,Christina Lauren (Goodreads Author),4.21,"Back when not being able to stand each other also meant not being able to keep their hands off each other in Beautiful Bastard, neither Bennett nor Chloe could have seen this day coming.

An exasperated bride who just wants to elope. A determined groom whose only focus is getting to the wedding night. And—of course—a whole lot of name calling.",English,B00CGWSE1C,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Adult', 'New Adult', 'Novella', 'Humor', 'Erotic Romance', 'Chick Lit']","['Chloe Mills', 'Bennett Ryan']",Kindle Edition,,208,Pocket Star,November 19th 2013,11/18/13,[],26970,"['12530', '8924', '4372', '913', '231']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377128262l/17831619.jpg,349,5,,17831619.0
3933510-fortune-s-magic-farm,Fortune's Magic Farm,,Suzanne Selfors (Goodreads Author),4.14,"This story takes place in the dark, dank village of Runny Cove. There, orphan Isabelle works her fingers to the bone at the Magnificently Supreme Umbrella Factory, struggling to support herself and her Grandma Maxine. That is, until Isabelle discovers that she has inherited Fortune's Farm, the last place on earth where magic grows. Now Isabelle must use the magic to save the people of Runny Cove without spilling the secret of Fortune's Farm to the world-or worse, to the greedy factory owner, Mr. Supreme, who wants to exploit the magical fruit for his own selfish purposes.",English,9780316018180,"['Fantasy', 'Middle Grade', 'Adventure', 'Fiction', 'Magic', 'Childrens', 'Juvenile', 'Chapter Books', 'Science Fiction Fantasy', 'Young Adult']",[],Hardcover,,264,"Little, Brown Books for Young Readers",March 1st 2009,02/06/09,[],792,"['374', '240', '118', '36', '24']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442675624l/3933510._SX318_.jpg,192,2,5.22,3933510.0
1163880.George_Washington_s_Rules_of_Civility_and_Decent_Behavior,George Washington's Rules of Civility and Decent Behavior: And Other Writings,,George Washington,4.1,"""Labour to keep alive in your breast that little celestial fire called conscience."" ""Run not in the streets. . .nor with mouth open; go not upon the toes nor in a dancing fashion."" George Washington was known as a remarkably modest and courteous man. Humility and flawless manners were so ingrained in his character that he rarely if ever acted without them. The ""Rules of Civility and Decent Behavior"" that governed Washington's etiquette were by turns practical, inspirational and curious. These rules are as instructive and invaluable today as they were hundreds of years ago. George Washington's Rules of Civility and Decent Behavior includes the complete text of the rules, as well as famous Washington writings such as: -Farewell to the Armies speech-Inaugural Address-Retirement Address-Address at the End of His Presidency",English,9781402210846,"['History', 'Self Help', 'Presidents']",[],Hardcover,,187,Sourcebooks,February 1st 2008,,[],92,"['38', '30', '19', '5', '0']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347429202l/1163880.jpg,88,1,5.90,1163880.0
26044593-true,True,Fire Born #3,Laney McMann (Goodreads Author),4.35,"Nothing in Layla and Max's world will ever be the same. Since Max left, and joined his father in the Shadow Realm, everything in Layla's life has changed. The Demon Gods threaten to destroy the Otherworld, and an inconceivable darkness has awakened—a darkness that wants control of Layla's will. It also wants Max ... dead. Not only must Layla face the true fire simmering inside her, but fight the one she loves most. And this time, with her friends and family left behind, she's completely on her own. Leaving Layla nearly destroyed Max, but it was his only choice. Now, he must play the part—stay in control of his end goal, his actions, and the poison coursing through his veins, clouding his thoughts, and turning him into what he fears most, a Demon God. But even with his Oghams fighting the toxins, his control is slipping. Living in the Fomore castle with his Vampyre Fae ex-girlfriend isn't making it any easier to stay sane, and waiting to face off against Layla is taking its toll.In the final installment of the Fire Born Novels trilogy, the legendary Battle will be fought, and Layla and Max stand to lose everything. How far will they go to save each other and protect the ones they love? Even they don't know the answer. No one can win.From the ashes of old,They shall rise.The last of the Ancients,Foe and Ally.The Legend lies in wait,And bides its time.Until at last the day comes,For the children born of fire.",English,B01343E4DI,"['Fantasy', 'Paranormal', 'Demons', 'Mythology']",[],Kindle Edition,,256,,September 7th 2015,,['Goodreads Choice Award Nominee (2015)'],23,"['11', '9', '3', '0', '0']",100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438782510l/26044593.jpg,95,1,,26044593.0
12483882-schoolgirl,Schoolgirl,,"Osamu Dazai, Allison Markin Powell (Translator), Adam L. Kern (Preface), Rachael Hutchinson (Foreword)",3.9,"'Schoolgirl' is the novella that first established Dazai as a member of Japan's literary elite. Essentially the start of Dazai's career, the 1933 work gained notoriety for its ironic and inventive use of language, and how it illuminated the prevalent social structures of a lost time.",English,9781935548089,"['Japan', 'Fiction', 'Japanese Literature', 'Classics', 'Short Stories', 'Novella', 'Literature', 'Asian Literature', 'Asia', 'Novels']",[],Paperback,,103,One Peace Books,October 15th 2011,07/20/39,[],2115,"['583', '876', '530', '108', '18']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333413047l/12483882.jpg,91,1,9.10,12483882.0
16041063-sweet-dreams-in-the-mind-of-a-serial-killer,Sweet Dreams in the Mind of a Serial Killer,,January Valentine (Goodreads Author),3.86,"A serial killer is on the loose, moving up the East Coast, leaving bodies & notes . . . Planting roses in his victims. Leonardo Gibraldi, Baltimore’s sexy Assistant DA, is tracking the fiend who’s responsible for the grisly murder of his ex-girlfriend. Leo’s out for revenge — so is the killer. Between hunting the madman, and fighting off beautiful women, Leo’s got his hands full. There's one break in the case: An eye witness who says, “It doesn’t look human.”Sweet Dreams PreviewsVideo Trailer",English,9780984957354,"['Crime', 'Mystery', 'Thriller']",[],Paperback,,376,Water Forest Press,August 22nd 2012,,[],21,"['9', '5', '3', '3', '1']",81.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348361278l/16041063.jpg,99,1,17.89,16041063.0
18043192-night-fall,Night Fall: What Rises Must Fall,Wolf Sirens #3,Tina Smith (Goodreads Author),4.13,"What Rises Must FallUncover what Happens after Dark in Shade...In the rainy valley the sky is covered by cloud as the Thunder God wars with his son, Apollo. As dusk descends the wolves haunt the forest.A crescent moon rises and all days are nights for the huntress, until the ancient battle is won. What lurks beneath the surface in the heartlands of myth and reality is a tale as insidious and devious as the wolves themselves. The sun has not yet set forever on a love that has defied time in a valley cursed for centuries. Lila has nothing to lose, except for the one thing that means everything. The unwilling heroine with a chip on her shoulder treads between two worlds on a path of inescapable fate that the Goddess has chosen for her. Lila must follow a dark path towards a war that no one can win. Suspicions rage as the fight takes her into the belly of the beast. Lives will be lost in a vicious clash.Who will be left standing after the fray?The hunter’s legacy must be fulfilled in a vivid tale of heartbreak and betrayal as what rises must fall and those that have fallen must find the strength to rise again.No one will emerge unscathed.",English,9781301905492,"['Paranormal', 'Werewolves', 'Young Adult']",[],ebook,,400,Smashwords Edition,June 1st 2013,,[],40,"['17', '12', '10', '1', '0']",98.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370601592l/18043192.jpg,100,1,,18043192.0
535494.How_Should_We_Then_Live_The_Rise_and_Decline_of_Western_Thought_and_Culture,How Should We Then Live? The Rise and Decline of Western Thought and Culture,,Francis A. Schaeffer,4.18,"Drawing upon forty years of study in theology, philosophy, history, sociology and the arts, Dr. Schaeffer contemplates the reasons for modern society's sorry state of affairs and argues for total affirmation of the Bible's morals, values, and meaning.",English,9780891072928,"['Philosophy', 'Christian', 'Theology', 'History', 'Nonfiction', 'Christianity', 'Cultural', 'Religion', 'Christian Living', 'Faith']",[],Paperback,,288,Crossway Books,April 1st 1983,10/29/75,[],11643,"['5496', '3631', '1804', '485', '227']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387666014l/535494.jpg,231,3,5.94,535494.0
18043841-the-closet,The Closet (Summerset Tales #1),,Jac Wright,3.67,"Love is a battlefield. Who will get out of it alive?Harry Duncan Wood runs a hotel in the historic city of Bath with his beautiful young wife. When he falls in love with Mill House, an old greystone farmhouse on the banks of river Avon among the soaring hills of Somerset, and sets about moving his family there, the first appearances of the cracks in the marriage take him by surprise. Is his wife seeing another man? Duncan needs to get to the bottom of the affairs for his own sanity. Sometimes, however, ignorance is bliss and will also keep everybody alive.The Closet is written in the tradition of Charles Dickens' The Pickwick Papers and Thomas Hardy's Wessex Tales as the first in the collection of literary short fiction, but with an added element of suspense. It accompanies the first title in the author's full-length literary suspense series, The Reckless Engineer, published by Soul Mate Publishing, New York.",English,B00D941S28,"['Mystery', 'Short Stories', 'Fiction', 'Suspense', 'Romance', 'Contemporary']",[],Kindle Edition,,48,Midsummer Nights Artists,June 6th 2013,,[],105,"['26', '37', '28', '9', '5']",87.0,"['Bath, Somerset, England (United Kingdom)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371379088l/18043841.jpg,77,1,,18043841.0
4909.Teacher_Man,Teacher Man,Frank McCourt #3,Frank McCourt,3.75,"McCourt's long-awaited book about how his thirty-year teaching career shaped his second act as a writer.Nearly a decade ago Frank McCourt became an unlikely star when, at the age of sixty-six, he burst onto the literary scene with Angela's Ashes, the Pulitzer Prize-winning memoir of his childhood in Limerick, Ireland. Then came 'Tis, his glorious account of his early years in New York.Now, here at last, is McCourt's long-awaited book about how his thirty-year teaching career shaped his second act as a writer. Teacher Man is also an urgent tribute to teachers everywhere. In bold and spirited prose featuring his irreverent wit and heartbreaking honesty, McCourt records the trials, triumphs and surprises he faces in public high schools around New York City. His methods anything but conventional, McCourt creates a lasting impact on his students through imaginative assignments (he instructs one class to write ""An Excuse Note from Adam or Eve to God""), singalongs (featuring recipe ingredients as lyrics), and field trips (imagine taking twenty-nine rowdy girls to a movie in Times Square!).McCourt struggles to find his way in the classroom and spends his evenings drinking with writers and dreaming of one day putting his own story to paper. Teacher Man shows McCourt developing his unparalleled ability to tell a great story as, five days a week, five periods per day, he works to gain the attention and respect of unruly, hormonally charged or indifferent adolescents. McCourt's rocky marriage, his failed attempt to get a Ph.D. at Trinity College, Dublin, and his repeated firings due to his propensity to talk back to his superiors ironically lead him to New York's most prestigious school, Stuyvesant High School, where he finally finds a place and a voice. ""Doggedness,"" he says, is ""not as glamorous as ambition or talent or intellect or charm, but still the one thing that got me through the days and nights.""For McCourt, storytelling itself is the source of salvation, and in Teacher Man the journey to redemption -- and literary fame -- is an exhilarating adventure.",English,9780743243780,"['Nonfiction', 'Memoir', 'Biography', 'Education', 'Autobiography', 'Teaching', 'Biography Memoir', 'Irish Literature', 'Ireland', 'Audiobook']",['Frank McCourt'],Paperback,,272,Scribner,September 19th 2006,10/28/05,['Audie Award for Biography/Memoir (2007)'],31326,"['7605', '11744', '9183', '2250', '544']",91.0,['United States of America'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441149612l/4909._SY475_.jpg,479,6,2.86,4909.0
3358078,بی بال پریدن,,قیصر امین‌پور,3.76,کتاب بی بال پریدن مجموعه‌ای است از یازده قطعه نثر ادبی، که با بهره‌گیری از طنز و نگاهی شاعرانه،‌ به مسائل اجتماعی پرداخته است.کتاب حاضر به لحاظ تلفیق موفق نثر و شعر،‌ اثری متفاوت به شمار می‌رود.بعضی از کتاب‌ها برای ما قصه می‌گویند تا بخوابیم و بعضی قصه می‌گویند تا بیدار شویم.بعضی از کتاب‌ها به پدر و مادر خود احترام می‌گذارند و بعضی حتی اسمی هم از پدر و مادر خود نمی‌برند.بعضی از کتاب‌ها هر چی دارند از دیگران گرفته‌اند و بعضی از کتاب‌ها هر چه دارند به دیگران می‌بخشند.بعضی از کتاب‌ها پیش از تولید می‌میرند و بعضی تا ابد زنده هستند.,Persian,9789646003781,"['Poetry', 'Literature', 'Short Stories']",[],Paperback,13th,63,افق,2010,11/06/92,[],344,"['107', '111', '78', '31', '17']",86.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577032890l/3358078._SX318_.jpg,89,1,,3358078.0
176702.God_Don_t_Play,God Don't Play,God Don't Like Ugly #3,Mary Monroe (Goodreads Author),4.34,"Annette Goode finally seems to have the perfect life after a childhood filled with abuse. Out of the blue Annette starts to receive hostile letters, vicious phone calls, and vile packages from a mystery woman. Whoever it is won't rest until they've torn down the life Annette has worked so hard to build.",English,9780758203465,"['African American', 'Fiction', 'Race', 'Drama']",['Annette Good'],Hardcover,,314,Dafina Books,November 22nd 2007,11/06/06,[],3144,"['1798', '793', '411', '111', '31']",95.0,['Ohio (United States)'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440693551l/176702._SY475_.jpg,82,1,3.67,176702.0
372850.The_Warrior_Who_Carried_Life,The Warrior Who Carried Life,,Geoff Ryman,3.55,"The story of a quest for revenge which becomes a quest for the infinite. Cara was five years old when her mother was killed. She was killed for going down into the wells of vision, where only men were allowed. Cara in turn seeks justice by transforming herself into a male warrior.",English,9780553263442,"['Fantasy', 'Science Fiction', 'Fiction', 'Speculative Fiction', 'Canada', 'Dystopia', 'Science Fiction Fantasy', 'Mythology']",[],Mass Market Paperback,,198,Spectra,December 1st 1986,03/21/85,[],146,"['25', '58', '41', '17', '5']",85.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297286642l/372850.jpg,96,1,6.08,372850.0
326679.Emile_or_On_Education,"Emile, or On Education",,"Jean-Jacques Rousseau, Allan Bloom (Translator)",3.63,"Alan Bloom's new translation of Emile, Rousseau's masterpiece on the education and training of the young, is the first in more than seventy years. In it, Bloom, whose magnificent translation of Plato's Republic has been universally hailed as a virtual rediscovery of that timeless text, again brings together the translator's gift for journeying between two languages and cultures and the philosopher's perception of the true meaning and significance of the issues being examined in the work. The result is a clear, readable, and highly engrossing text that at the same time offers a wholly new sense of the importance and relevance of Rousseau's thought to us.In addition to his translation, Bloom provides a brilliant introduction that relates the structure and themes of the book to the vital preoccupation's of our own age, particularly in the field of education, but also more generally to the current concerns about the limits and possibilities of human nature. Thus in this translation Emile, long a classic in the history of Western thought and educational theory, becomes something more: a prescription, fresh and dazzling, for the bringing up of autonomous, responsible—that is, truly democratic—human beings.",English,9780465019311,"['Philosophy', 'Education', 'Classics', 'Nonfiction', 'France', '18th Century', 'French Literature', 'History', 'Politics', 'Literature']",[],Paperback,,512,Basic Books,June 29th 1979,10/30/62,[],3876,"['981', '1212', '1088', '439', '156']",85.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334836441l/326679.jpg,100,1,3.13,326679.0
17726586-data-driven-design,Data Driven Design: How Today's Product Designer Approaches User Experience,,Phillip A. Harris,3.36,"Digital designer, Phillip Harris takes a snapshot of his profession in a moment of radical change. In “Data Driven Design” Harris examines the shift from top-down design models to consumer-based methods that ask what users want and need. “Data Driven Design” covers user experience (UX) design in every phase, from initial thoughts, through prototypes, user feedback, online iterations, and finally, successful products. He shows how UX fits into the history of digital design, helping readers understand how we got here. From there he points the way to a future where the vast potentials of user experience promise to open up new worlds of possibility.Comprehensive, concise and entertaining, this is the best introduction a reader can get to a fast-changing field. Designers, their clients, and anyone else with an interest in how design happens, should read this timely book.",English,9999999999999,['Design'],[],Kindle Edition,,110,K & R Publications,January 12th 2013,,[],25,"['2', '13', '5', '2', '3']",80.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364926699l/17726586.jpg,100,1,,17726586.0
