bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,goodreads_book_id
55020.Last_Car_to_Elysian_Fields,Last Car to Elysian Fields,Dave Robicheaux #13,James Lee Burke,4.13,'A lyrical and lovely novel that takes Burke back to the top of the crimewriting tree where he richly belongs' Independent On Sunday,English,9780753817964,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Southern', 'Police']",[],Paperback,,320,Orion Publishing Group,October 1st 2004,09/23/03,['Audie Award for Solo Narration - Male (2004)'],5107,"['1836', '2251', '909', '91', '20']",98.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348770565l/55020.jpg,79,2,3.85,55020.0
435804.Hollywood_Bliss_My_Life_So_Far,Hollywood Bliss - My Life So Far,,Chloë Rayban,3.96,"Pitch-perfect and hilarious role-reversal featuring Hollywood Bliss Winterman, daughter of a pop idol - enormously rich, hugely famous and impressively high maintenance",English,9780747583943,['Young Adult'],[],Paperback,,288,Bloomsbury Publishing PLC,May 7th 2007,,[],109,"['35', '42', '25', '7', '0']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348079966l/435804.jpg,82,1,0.84,435804.0
606409.The_Journal_of_Eugene_Delacroix,The Journal of Eugene Delacroix (Phaidon Arts and Letters),,"Eugène Delacroix, Lucy Norton (Translator), Hubert Wellington (Editor, Introduction)",4.32,"Delacroix's Journal is one of the great documents in art history, a magnificent work of literature as well as vital documentary source for scholars and students. In it the artist discusses his own paintings, his life, his sorrow and hopes; the paintings and sculptures of Rubens, Michelangelo, Constable, Bonington and others: old and new literature and the music of Mozart, Rossini and Chopin, the events of his time.This revival of a famous Phaidon series brings together in an elegant format some of the best-known writings of renowned artists, critics and interpreters of our cultural tradition. Each book, an acknowledged classic, provides insights not only into the worlds of the arts and cultural history, but also into the creative and intellectual preoccupations of its author and his time. These Phaidon editions have an introduction and notes by a distinguished editor and a wide range of illustrations specially chosen to complement the text.",English,9780714833590,"['Art', 'Biography', 'Nonfiction', 'Memoir', 'Art History', 'Biography Memoir', 'Autobiography', 'History', 'France', '19th Century']",[],Paperback,,570,Phaidon Press,August 24th 1995,11/05/93,[],193,"['108', '48', '29', '6', '2']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377910640l/606409.jpg,76,1,9.82,606409.0
79551.Moominpappa_at_Sea,Moominpappa at Sea,Mumintrollen #8,"Tove Jansson, Kingsley Hart (Translator)",4.27,"When the Moomin family members need a change of scenery, they decide to take up residence in a lighthouse. As they discover their new home, the family also discover surprising, and wonderfully funny, new things about themselves.
",English,9780374453060,"['Fantasy', 'Childrens', 'Fiction', 'Classics', 'Finnish Literature', 'Scandinavian Literature', 'Adventure', 'Young Adult', 'Swedish Literature', 'Middle Grade']","['Muumipappa', 'Muumimamma', 'Muumipeikko', 'pikku Myy', 'kalastaja', 'Mörkö']",Paperback,,228,"Farrar, Straus and Giroux (BYR)",October 1st 1993,10/28/65,[],6824,"['3279', '2362', '991', '162', '30']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924188l/79551.jpg,395,5,5.74,79551.0
29939036-the-standard-grand,The Standard Grand,,Jay Baron Nicorvo (Goodreads Author),3.08,"""Nicorvo is a bracingly original writer and a joy to read."" ―Dennis Lehane""It seems possible that Nicorvo has ingested all the darkness of this life and now breathes fire.” ―Nick Flynn, author ofAnother Bullshit Night in Suck City""Nicorvo’s muscular and energetic prose will stun readers with its poignancy, while providing a punch to the solar plexus."" ―Booklist (Starred Review)""A dash of Coetzee, a dram of Delillo, but mostly just the complicated compassion of Jay Nicorvo. The Standard Grand is a brutally beautiful novel."" ―Pam Houston, author of Contents May Have Shifted""A desperate masterpiece of a debut"" that tells a huge-hearted American saga—of love, violence, war, conspiracy and the aftermath of them all. (Bonnie Jo Campbell)When an Army trucker goes AWOL before her third deployment, she ends up sleeping in Central Park. There, she meets a Vietnam vet and widower who inherited a tumbledown Borscht Belt resort. Converted into a halfway house for homeless veterans, the Standard—and its two thousand acres over the Marcellus Shale Formation—is coveted by a Houston-based multinational company. Toward what end, only a corporate executive knows.With three violent acts at its center—a mauling, a shooting, a mysterious death decades in the past—and set largely in the Catskills, The Standard Grand spans an epic year in the lives of its diverse cast: a female veteran protagonist, a Mesoamerican lesbian landman, a mercenary security contractor keeping secrets and seeking answers, a conspiratorial gang of combat vets fighting to get peaceably by, and a cougar—along with appearances by Sammy Davis, Jr. and Senator Al Franken. All of the characters—soldiers, civilians—struggle to discover that what matters most is not that they’ve caused no harm, but how they make amends for the harm they’ve caused.The Standard Grand confronts a glaring cultural omission: the absence of women in our war stories. Like the best of its characters—who aspire more to goodness than greatness—this American novel hopes to darn a hole or two in the frayed national fabric.",,9781250108944,"['Fiction', 'Mystery', 'Contemporary']",[],Hardcover,,368,St. Martin's Press,April 25th 2017,,[],106,"['21', '22', '24', '22', '17']",63.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464822227l/29939036.jpg,111,2,5.22,29939036.0
15885903-there-is-no-gray-in-moral-failure,There Is No Gray in Moral Failure: A Practical Guide in Preventing Sexual and Financial Misconduct,,Yves Johnson (Goodreads Author),4.76,"In There Is No Gray In Moral Failure: A Practical Guide In Preventing Sexual and Financial Misconduct, we discuss two troublesome but seldom confronted issues in Christianity today--financial and sexual misconduct. We look at how both the clergy and Christians failure in these areas damage Christianity's image. I balance empirical and anecdotal information to present an easy-to-read and easy-to-use strategy. This is the book for you if you have found yourself, or know of a fellow Christian or minister struggling in these areas. You have the opportunity to help thwart the schemes of the devil in the people you know. The Christian walk can be difficult at times. Your pastor needs you to hold up his hands as Aaron and Hur held up Moses' hands. Your fellow Christians needs the same thing as the struggle with sin. You might need someone to hold your hands up. The book will leave you empowered and ready to stand not just for yourself but for your fellow Christian.",English,9781475197112,[],[],Paperback,,108,Createspace,May 22nd 2012,05/17/12,[],17,"['13', '4', '0', '0', '0']",100.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355027853l/15885903.jpg,100,1,21.16,15885903.0
3971237-bidadari-bidadari-surga,Bidadari Bidadari Surga,,Tere Liye (Goodreads Author),4.3,"Bidadari-Bidadari Surga bercerita tentang pengorbanan seorang kakak (Laisa) untuk adik-adiknya (Dalimunte, Ikanuri, Wibisana dan Yashinta) di Lembah Lahambay agar adik-adiknya dapat melanjutkan pendidikan mereka, meski ia harus bekerja di terik matahari setiap hari, mengolah gula aren setiap jam 4 pagi serta dimalam hari menganyam rotan, meski pada dasarnya keempat adik-adiknya tersebut berasal dari darah yang berbeda dengan dirinya.Satu sisi Laisa digambarkan sebagai kakak yang galak dan tegas, mengejar-ngejar adiknya yang bolos sekolah dengan rotan dan ranting kayu. Di sisi lain, kontradiktif dengan fisiknya yang gempal, gendut, berkulit hitam, wajah yang tidak proporsional ditambah dengan rambut gimbal serta ukuran tubuhnya yang tidak normal, lebih pendek, Laisa sesungguhnya tipe kakak yang mendukung adik-adiknya, rela mengorbankan diri untuk keselamatan ‘dua anak nakal’ Ikanuri dan Wibisana dari siluman Gunung Kendeng, serta mati-matian mencari obat bagi kesembuhan adiknya Yashinta yang diserang demam panas hingga kejang pada suatu malam.",Indonesian,9789791102261,"['Novels', 'Fiction', 'Indonesian Literature', 'Family', 'Romance', 'Drama', 'Love', 'Adult', 'Asian Literature', 'Inspirational']",[],Paperback,,365,Republika,June 1st 2008,,[],7264,"['3788', '2255', '952', '167', '102']",96.0,['Indonesia'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303476056l/3971237.jpg,419,5,,3971237.0
66676.The_Two_Swords,The Two Swords,Hunter's Blades #3,R.A. Salvatore,4.18,"Paperback version of the #4 New York Times best-selling hardcover. This title is the third and final book in the latest trilogy from R.A. Salvatore, which once again features his popular dark elf character Drizzt Do’Urden™. The hardcover release of this title had the highest debut ever on TheNew York Times best seller list for a Salvatore title with Wizards of the Coast at #4. The title stayed in the top twenty for five weeks. Both of the previous titles in the series were also New York Times best sellers upon hardcover release, and the first title, The Thousand Orcs, hit the list upon mass-market release as well.",English,9780786937905,"['Fantasy', 'Forgotten Realms', 'Fiction', 'Science Fiction Fantasy', 'Dungeons and Dragons', 'High Fantasy', 'Epic Fantasy', 'Adventure', 'Sword and Sorcery', 'Audiobook']",['Drizzt Do’Urden'],Mass Market Paperback,,376,Wizards of the Coast,August 1st 2005,11/06/04,[],15144,"['6642', '5290', '2632', '502', '78']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390694377l/66676.jpg,86,1,4.25,66676.0
80754.The_Traveler,The Traveler,Fourth Realm #1,John Twelve Hawks,3.83,"The Traveler explores a parallel world that exists alongside our own. A world that exists in the shadows of our own. A conflict we will never see. One woman stands between those determined to control history and those who will risk their lives for freedom.A world that exists in the shadows of our own.A conflict we will never see.One woman stands between those determined to control history and those who will risk their lives for freedom.Maya is hiding in plain sight in London. The twenty-six-year-old has abandoned the dangerous obligations pressed upon her by her father, and chosen instead to live a normal life. But Maya comes from a long line of people who call themselves Harlequins—a fierce group of warriors willing to sacrifice their lives to protect a select few known as Travelers.Gabriel and Michael Corrigan are brothers living in Los Angeles. Since childhood, the young men have been shaped by stories that their late father was a Traveler, one of a small band of prophets who have vastly influenced the course of history. Travelers are able to attain pure enlightenment, and have for centuries ushered change into the world. Gabriel and Michael, who may have inherited their father's gifts, have always protected themselves by living “off the Grid”—that is, invisible to the real-life surveillance networks that monitor people in our modern society.Summoned by her ailing father, Maya is told of the existence of the brothers. The Corrigans are in severe danger, stalked by powerful men known as the Tabula—ruthless mercenaries who have hunted Travelers for generations. This group is determined to inflict order on the world by controlling it, and they view Travelers as an intolerable threat. As Maya races to California to protect the brothers, she is reluctantly pulled back into the cold and solitary Harlequin existence. A colossal battle looms—one that will reveal not only the identities of Gabriel and Michael Corrigan but also a secret history of our time.Moving from the back alleys of Prague to the heart of Los Angeles, from the high deserts of Arizona to a guarded research facility in New York, The Traveler explores a parallel world that exists alongside our own. John Twelve Hawks' stunningly suspenseful debut is an international publishing sensation that marks the arrival of a major new talent.",English,9781400079292,"['Fantasy', 'Fiction', 'Science Fiction', 'Thriller', 'Dystopia', 'Science Fiction Fantasy', 'Urban Fantasy', 'Adventure', 'Audiobook', 'Action']",['Maya'],Paperback,,464,Vintage,July 18th 2006,01/01/05,[],10679,"['3093', '4038', '2501', '753', '294']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388542043l/80754.jpg,866,12,5.26,80754.0
6365427-haunted-london-pubs,Haunted London Pubs,,"David Brandon, Alan Brooke",4.0,"London is a historical city full of mysteries and curiosities, and is home to many of England’s oldest and quirky pubs. It comes as no surprise that these pubs have a great deal more than their fair share of ghosts, phantoms, and ghouls! A menacing ghostly soldier lurks in Mayfair’s Grenadier pub; the hooves of Dick Turpin’s Black Bess can be heard galloping up to the Spaniard’s Inn at Hampstead; a scary nun does the rounds at the Horns in Bermondsey; and many people have heard the voices of long-dead drinkers killed when the King’s Arms in Peckham Rye was blitzed. Combining some well-known stories with others that are long-forgotten, this fascinating book delves into the rich tapestry of London’s pub history, with a perfect mix of the past, folklore, popular culture, and the supernatural.",English,9780752447605,[],[],Paperback,,96,The History Press,June 15th 2009,April 1st 2009,[],1,[],,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328820244l/6365427.jpg,37,1,7.60,6365427.0
33885.Meditations_from_a_Movable_Chair,Meditations from a Movable Chair,,Andre Dubus,4.2,"The twenty-five luminous and intensely personal essays in this collection are, like Andre Dubus's celebrated short stories, a testament to the author's vulnerability, vision, and indestructible faith. Since losing one leg and the use of the other in a 1986 accident, Dubus has experienced despair, learned acceptance, and, finally, found joy in the sacramental magic of even the most quotidian tasks.Whether he is writing of the relationship with his father, the rape of his beloved sister, his Catholic faith, the suicide of a gay naval officer, his admiration for fellow writers like Hemingway and Mailer, or the simple act of making sandwiches for his daughters' lunchboxes, Dubus cuts straight to the heart of things. Here we have a master at the height of his powers, an artist whose work ""is suffused with grace, bathed in a kind of spiritual glow"" (The New York Times Book Review).",English,9780679751151,"['Essays', 'Nonfiction', 'Memoir', 'Biography', 'Writing', 'Literature']",[],Paperback,,224,Vintage,April 6th 1999,1998,[],555,"['240', '210', '86', '14', '5']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403169733l/33885.jpg,42,1,13.41,33885.0
